nominal;data;curs;cdx
100;25.03.2020;15.9695;Армянскийдрам
100;24.03.2020;16.3811;Армянскийдрам
100;21.03.2020;15.8530;Армянскийдрам
100;20.03.2020;16.3153;Армянскийдрам
100;19.03.2020;15.7658;Армянскийдрам
100;18.03.2020;15.0872;Армянскийдрам
100;17.03.2020;15.1951;Армянскийдрам
100;14.03.2020;15.1112;Армянскийдрам
100;13.03.2020;15.2870;Армянскийдрам
100;12.03.2020;14.7975;Армянскийдрам
100;11.03.2020;15.0435;Армянскийдрам
100;07.03.2020;14.0955;Армянскийдрам
100;06.03.2020;13.8174;Армянскийдрам
100;05.03.2020;13.7951;Армянскийдрам
100;04.03.2020;13.8786;Армянскийдрам
100;03.03.2020;13.8688;Армянскийдрам
100;29.02.2020;13.9914;Армянскийдрам
100;28.02.2020;13.7173;Армянскийдрам
100;27.02.2020;13.6995;Армянскийдрам
100;26.02.2020;13.5748;Армянскийдрам
100;22.02.2020;13.4521;Армянскийдрам
100;21.02.2020;13.3211;Армянскийдрам
100;20.02.2020;13.3070;Армянскийдрам
100;19.02.2020;13.3270;Армянскийдрам
100;18.02.2020;13.2306;Армянскийдрам
100;15.02.2020;13.2609;Армянскийдрам
100;14.02.2020;13.2849;Армянскийдрам
100;13.02.2020;13.1760;Армянскийдрам
100;12.02.2020;13.3575;Армянскийдрам
100;11.02.2020;13.3203;Армянскийдрам
100;08.02.2020;13.2592;Армянскийдрам
100;07.02.2020;13.1239;Армянскийдрам
100;06.02.2020;13.2025;Армянскийдрам
100;05.02.2020;13.2569;Армянскийдрам
100;04.02.2020;13.3561;Армянскийдрам
100;01.02.2020;13.1951;Армянскийдрам
100;31.01.2020;13.1736;Армянскийдрам
100;30.01.2020;13.0394;Армянскийдрам
100;29.01.2020;13.1306;Армянскийдрам
100;28.01.2020;13.0278;Армянскийдрам
100;25.01.2020;12.9160;Армянскийдрам
100;24.01.2020;12.9538;Армянскийдрам
100;23.01.2020;12.9293;Армянскийдрам
100;22.01.2020;12.9337;Армянскийдрам
100;21.01.2020;12.8387;Армянскийдрам
100;18.01.2020;12.8261;Армянскийдрам
100;17.01.2020;12.8336;Армянскийдрам
100;16.01.2020;12.8252;Армянскийдрам
100;15.01.2020;12.8013;Армянскийдрам
100;14.01.2020;12.7305;Армянскийдрам
100;11.01.2020;12.7965;Армянскийдрам
100;10.01.2020;12.7904;Армянскийдрам
100;01.01.2020;12.9239;Армянскийдрам
100;31.12.2019;12.9239;Армянскийдрам
100;28.12.2019;12.9502;Армянскийдрам
100;27.12.2019;12.9153;Армянскийдрам
100;26.12.2019;12.8576;Армянскийдрам
100;25.12.2019;12.9989;Армянскийдрам
100;24.12.2019;13.0162;Армянскийдрам
100;21.12.2019;13.0491;Армянскийдрам
100;20.12.2019;13.0744;Армянскийдрам
100;19.12.2019;13.0927;Армянскийдрам
100;18.12.2019;13.1027;Армянскийдрам
100;17.12.2019;13.1425;Армянскийдрам
100;14.12.2019;13.0867;Армянскийдрам
100;13.12.2019;13.2271;Армянскийдрам
100;12.12.2019;13.2982;Армянскийдрам
100;11.12.2019;13.3401;Армянскийдрам
100;10.12.2019;13.3245;Армянскийдрам
100;07.12.2019;13.3233;Армянскийдрам
100;06.12.2019;13.3431;Армянскийдрам
100;05.12.2019;13.4299;Армянскийдрам
100;04.12.2019;13.4184;Армянскийдрам
100;03.12.2019;13.4678;Армянскийдрам
100;30.11.2019;13.4062;Армянскийдрам
100;29.11.2019;13.4101;Армянскийдрам
100;28.11.2019;13.3973;Армянскийдрам
100;27.11.2019;13.4081;Армянскийдрам
100;26.11.2019;13.3537;Армянскийдрам
100;23.11.2019;13.3424;Армянскийдрам
100;22.11.2019;13.3703;Армянскийдрам
100;21.11.2019;13.4217;Армянскийдрам
100;20.11.2019;13.3556;Армянскийдрам
100;19.11.2019;13.3447;Армянскийдрам
100;16.11.2019;13.3657;Армянскийдрам
100;15.11.2019;13.4331;Армянскийдрам
100;14.11.2019;13.4312;Армянскийдрам
100;13.11.2019;13.3584;Армянскийдрам
100;12.11.2019;13.3707;Армянскийдрам
100;09.11.2019;13.3395;Армянскийдрам
100;08.11.2019;13.3396;Армянскийдрам
100;07.11.2019;13.3099;Армянскийдрам
100;06.11.2019;13.2665;Армянскийдрам
100;02.11.2019;13.4379;Армянскийдрам
100;01.11.2019;13.3910;Армянскийдрам
100;31.10.2019;13.4160;Армянскийдрам
100;30.10.2019;13.4157;Армянскийдрам
100;29.10.2019;13.4265;Армянскийдрам
100;26.10.2019;13.4094;Армянскийдрам
100;25.10.2019;13.4329;Армянскийдрам
100;24.10.2019;13.3682;Армянскийдрам
100;23.10.2019;13.3853;Армянскийдрам
100;22.10.2019;13.3600;Армянскийдрам
100;19.10.2019;13.4329;Армянскийдрам
100;18.10.2019;13.4062;Армянскийдрам
100;17.10.2019;13.4868;Армянскийдрам
100;16.10.2019;13.4565;Армянскийдрам
100;15.10.2019;13.5022;Армянскийдрам
100;12.10.2019;13.4641;Армянскийдрам
100;11.10.2019;13.5727;Армянскийдрам
100;10.10.2019;13.6545;Армянскийдрам
100;09.10.2019;13.6076;Армянскийдрам
100;08.10.2019;13.6117;Армянскийдрам
100;05.10.2019;13.6446;Армянскийдрам
100;04.10.2019;13.6629;Армянскийдрам
100;03.10.2019;13.7392;Армянскийдрам
100;02.10.2019;13.6695;Армянскийдрам
100;01.10.2019;13.5657;Армянскийдрам
100;28.09.2019;13.5398;Армянскийдрам
100;27.09.2019;13.5117;Армянскийдрам
100;26.09.2019;13.4876;Армянскийдрам
100;25.09.2019;13.3892;Армянскийдрам
100;24.09.2019;13.4424;Армянскийдрам
100;21.09.2019;13.3995;Армянскийдрам
100;20.09.2019;13.4845;Армянскийдрам
100;19.09.2019;13.5156;Армянскийдрам
100;18.09.2019;13.4539;Армянскийдрам
100;17.09.2019;13.3866;Армянскийдрам
100;14.09.2019;13.5188;Армянскийдрам
100;13.09.2019;13.6884;Армянскийдрам
100;12.09.2019;13.7318;Армянскийдрам
100;11.09.2019;13.7405;Армянскийдрам
100;10.09.2019;13.7535;Армянскийдрам
100;07.09.2019;13.8433;Армянскийдрам
100;06.09.2019;13.8548;Армянскийдрам
100;05.09.2019;13.9487;Армянскийдрам
100;04.09.2019;14.0488;Армянскийдрам
100;03.09.2019;13.9818;Армянскийдрам
100;31.08.2019;13.9596;Армянскийдрам
100;30.08.2019;14.0078;Армянскийдрам
100;29.08.2019;13.9522;Армянскийдрам
100;28.08.2019;13.9174;Армянскийдрам
100;27.08.2019;13.8454;Армянскийдрам
100;24.08.2019;13.7825;Армянскийдрам
100;23.08.2019;13.7827;Армянскийдрам
100;22.08.2019;13.9179;Армянскийдрам
100;21.08.2019;14.0332;Армянскийдрам
100;20.08.2019;13.9874;Армянскийдрам
100;17.08.2019;13.8531;Армянскийдрам
100;16.08.2019;13.8426;Армянскийдрам
100;15.08.2019;13.7053;Армянскийдрам
100;14.08.2019;13.7819;Армянскийдрам
100;13.08.2019;13.7426;Армянскийдрам
100;10.08.2019;13.7031;Армянскийдрам
100;09.08.2019;13.6698;Армянскийдрам
100;08.08.2019;13.6699;Армянскийдрам
100;07.08.2019;13.6947;Армянскийдрам
100;06.08.2019;13.6704;Армянскийдрам
100;03.08.2019;13.5840;Армянскийдрам
100;02.08.2019;13.4161;Армянскийдрам
100;01.08.2019;13.3173;Армянскийдрам
100;31.07.2019;13.3149;Армянскийдрам
100;30.07.2019;13.3476;Армянскийдрам
100;27.07.2019;13.2592;Армянскийдрам
100;26.07.2019;13.2767;Армянскийдрам
100;25.07.2019;13.2792;Армянскийдрам
100;24.07.2019;13.2680;Армянскийдрам
100;23.07.2019;13.2181;Армянскийдрам
100;20.07.2019;13.1962;Армянскийдрам
100;19.07.2019;13.1910;Армянскийдрам
100;18.07.2019;13.2210;Армянскийдрам
100;17.07.2019;13.1821;Армянскийдрам
100;16.07.2019;13.1743;Армянскийдрам
100;13.07.2019;13.2140;Армянскийдрам
100;12.07.2019;13.2064;Армянскийдрам
100;11.07.2019;13.3750;Армянскийдрам
100;10.07.2019;13.3990;Армянскийдрам
100;09.07.2019;13.4040;Армянскийдрам
100;06.07.2019;13.3297;Армянскийдрам
100;05.07.2019;13.3056;Армянскийдрам
100;04.07.2019;13.3253;Армянскийдрам
100;03.07.2019;13.2689;Армянскийдрам
100;02.07.2019;13.2328;Армянскийдрам
100;29.06.2019;13.2145;Армянскийдрам
100;28.06.2019;13.2170;Армянскийдрам
100;27.06.2019;13.1591;Армянскийдрам
100;26.06.2019;13.0856;Армянскийдрам
100;25.06.2019;13.1886;Армянскийдрам
100;22.06.2019;13.2278;Армянскийдрам
100;21.06.2019;13.2721;Армянскийдрам
100;20.06.2019;13.4058;Армянскийдрам
100;19.06.2019;13.4804;Армянскийдрам
100;18.06.2019;13.4671;Армянскийдрам
100;15.06.2019;13.4712;Армянскийдрам
100;14.06.2019;13.5141;Армянскийдрам
100;12.06.2019;13.4689;Армянскийдрам
100;11.06.2019;13.5265;Армянскийдрам
100;08.06.2019;13.5711;Армянскийдрам
100;07.06.2019;13.6117;Армянскийдрам
100;06.06.2019;13.5817;Армянскийдрам
100;05.06.2019;13.5894;Армянскийдрам
100;04.06.2019;13.6430;Армянскийдрам
100;01.06.2019;13.6145;Армянскийдрам
100;31.05.2019;13.5538;Армянскийдрам
100;30.05.2019;13.5226;Армянскийдрам
100;29.05.2019;13.4407;Армянскийдрам
100;28.05.2019;13.4299;Армянскийдрам
100;25.05.2019;13.4746;Армянскийдрам
100;24.05.2019;13.4525;Армянскийдрам
100;23.05.2019;13.4409;Армянскийдрам
100;22.05.2019;13.4663;Армянскийдрам
100;21.05.2019;13.4324;Армянскийдрам
100;18.05.2019;13.4862;Армянскийдрам
100;17.05.2019;13.4500;Армянскийдрам
100;16.05.2019;13.4793;Армянскийдрам
100;15.05.2019;13.5669;Армянскийдрам
100;14.05.2019;13.6028;Армянскийдрам
100;09.05.2019;13.5357;Армянскийдрам
100;08.05.2019;13.5332;Армянскийдрам
100;07.05.2019;13.5761;Армянскийдрам
100;01.05.2019;13.4229;Армянскийдрам
100;30.04.2019;13.4355;Армянскийдрам
100;27.04.2019;13.4313;Армянскийдрам
100;26.04.2019;13.4259;Армянскийдрам
100;25.04.2019;13.2807;Армянскийдрам
100;24.04.2019;13.2511;Армянскийдрам
100;23.04.2019;13.2309;Армянскийдрам
100;20.04.2019;13.2587;Армянскийдрам
100;19.04.2019;13.2758;Армянскийдрам
100;18.04.2019;13.2227;Армянскийдрам
100;17.04.2019;13.2595;Армянскийдрам
100;16.04.2019;13.2441;Армянскийдрам
100;13.04.2019;13.2861;Армянскийдрам
100;12.04.2019;13.2782;Армянскийдрам
100;11.04.2019;13.3314;Армянскийдрам
100;10.04.2019;13.3011;Армянскийдрам
100;09.04.2019;13.4051;Армянскийдрам
100;06.04.2019;13.4196;Армянскийдрам
100;05.04.2019;13.4006;Армянскийдрам
100;04.04.2019;13.3724;Армянскийдрам
100;03.04.2019;13.4441;Армянскийдрам
100;02.04.2019;13.4493;Армянскийдрам
100;30.03.2019;13.2994;Армянскийдрам
100;29.03.2019;13.3254;Армянскийдрам
100;28.03.2019;13.2702;Армянскийдрам
100;27.03.2019;13.2034;Армянскийдрам
100;26.03.2019;13.2742;Армянскийдрам
100;23.03.2019;13.1013;Армянскийдрам
100;22.03.2019;13.1210;Армянскийдрам
100;21.03.2019;13.2237;Армянскийдрам
100;20.03.2019;13.1999;Армянскийдрам
100;19.03.2019;13.3037;Армянскийдрам
100;16.03.2019;13.4264;Армянскийдрам
100;15.03.2019;13.4268;Армянскийдрам
100;14.03.2019;13.4074;Армянскийдрам
100;13.03.2019;13.4494;Армянскийдрам
100;12.03.2019;13.5208;Армянскийдрам
100;08.03.2019;13.4704;Армянскийдрам
100;07.03.2019;13.4483;Армянскийдрам
100;06.03.2019;13.4177;Армянскийдрам
100;05.03.2019;13.4483;Армянскийдрам
100;02.03.2019;13.4370;Армянскийдрам
100;01.03.2019;13.4441;Армянскийдрам
100;28.02.2019;13.4308;Армянскийдрам
100;27.02.2019;13.4243;Армянскийдрам
100;26.02.2019;13.3534;Армянскийдрам
100;23.02.2019;13.4060;Армянскийдрам
100;22.02.2019;13.4372;Армянскийдрам
100;21.02.2019;13.5063;Армянскийдрам
100;20.02.2019;13.5730;Армянскийдрам
100;19.02.2019;13.5822;Армянскийдрам
100;16.02.2019;13.6759;Армянскийдрам
100;15.02.2019;13.6386;Армянскийдрам
100;14.02.2019;13.4559;Армянскийдрам
100;13.02.2019;13.4276;Армянскийдрам
100;12.02.2019;13.3983;Армянскийдрам
100;09.02.2019;13.5444;Армянскийдрам
100;08.02.2019;13.5038;Армянскийдрам
100;07.02.2019;13.4567;Армянскийдрам
100;06.02.2019;13.4708;Армянскийдрам
100;05.02.2019;13.4646;Армянскийдрам
100;02.02.2019;13.4770;Армянскийдрам
100;01.02.2019;13.3985;Армянскийдрам
100;31.01.2019;13.5838;Армянскийдрам
100;30.01.2019;13.6476;Армянскийдрам
100;29.01.2019;13.5658;Армянскийдрам
100;26.01.2019;13.5604;Армянскийдрам
100;25.01.2019;13.6114;Армянскийдрам
100;24.01.2019;13.6555;Армянскийдрам
100;23.01.2019;13.7075;Армянскийдрам
100;22.01.2019;13.6691;Армянскийдрам
100;19.01.2019;13.6737;Армянскийдрам
100;18.01.2019;13.6856;Армянскийдрам
100;17.01.2019;13.7370;Армянскийдрам
100;16.01.2019;13.7802;Армянскийдрам
100;15.01.2019;13.8113;Армянскийдрам
100;12.01.2019;13.7689;Армянскийдрам
100;11.01.2019;13.7743;Армянскийдрам
100;10.01.2019;13.8280;Армянскийдрам
100;30.12.2018;14.3238;Армянскийдрам
100;29.12.2018;14.3640;Армянскийдрам
100;28.12.2018;14.2306;Армянскийдрам
100;27.12.2018;14.2357;Армянскийдрам
100;26.12.2018;14.1742;Армянскийдрам
100;25.12.2018;14.1484;Армянскийдрам
100;22.12.2018;14.0455;Армянскийдрам
100;21.12.2018;13.8766;Армянскийдрам
100;20.12.2018;13.8375;Армянскийдрам
100;19.12.2018;13.7705;Армянскийдрам
100;18.12.2018;13.7589;Армянскийдрам
100;15.12.2018;13.6836;Армянскийдрам
100;14.12.2018;13.6327;Армянскийдрам
100;13.12.2018;13.6841;Армянскийдрам
100;12.12.2018;13.6920;Армянскийдрам
100;11.12.2018;13.6722;Армянскийдрам
100;08.12.2018;13.7985;Армянскийдрам
100;07.12.2018;13.7717;Армянскийдрам
100;06.12.2018;13.7896;Армянскийдрам
100;05.12.2018;13.6975;Армянскийдрам
100;04.12.2018;13.6657;Армянскийдрам
100;01.12.2018;13.6971;Армянскийдрам
100;30.11.2018;13.7390;Армянскийдрам
100;29.11.2018;13.8057;Армянскийдрам
100;28.11.2018;13.7549;Армянскийдрам
100;27.11.2018;13.7128;Армянскийдрам
100;24.11.2018;13.5534;Армянскийдрам
100;23.11.2018;13.5202;Армянскийдрам
100;22.11.2018;13.6201;Армянскийдрам
100;21.11.2018;13.5022;Армянскийдрам
100;20.11.2018;13.5931;Армянскийдрам
100;17.11.2018;13.5928;Армянскийдрам
100;16.11.2018;13.6648;Армянскийдрам
100;15.11.2018;13.9554;Армянскийдрам
100;14.11.2018;13.8904;Армянскийдрам
100;13.11.2018;13.8283;Армянскийдрам
100;10.11.2018;13.7268;Армянскийдрам
100;09.11.2018;13.5882;Армянскийдрам
100;08.11.2018;13.5545;Армянскийдрам
100;07.11.2018;13.5339;Армянскийдрам
100;03.11.2018;13.4799;Армянскийдрам
100;02.11.2018;13.4725;Армянскийдрам
100;01.11.2018;13.4777;Армянскийдрам
100;31.10.2018;13.5394;Армянскийдрам
100;30.10.2018;13.5417;Армянскийдрам
100;27.10.2018;13.5078;Армянскийдрам
100;26.10.2018;13.5870;Армянскийдрам
100;25.10.2018;13.5250;Армянскийдрам
100;24.10.2018;13.4591;Армянскийдрам
100;23.10.2018;13.4736;Армянскийдрам
100;20.10.2018;13.5979;Армянскийдрам
100;19.10.2018;13.5304;Армянскийдрам
100;18.10.2018;13.4643;Армянскийдрам
100;17.10.2018;13.5394;Армянскийдрам
100;16.10.2018;13.5429;Армянскийдрам
100;13.10.2018;13.5821;Армянскийдрам
100;12.10.2018;13.7463;Армянскийдрам
100;11.10.2018;13.6376;Армянскийдрам
100;10.10.2018;13.6716;Армянскийдрам
100;09.10.2018;13.7824;Армянскийдрам
100;06.10.2018;13.7093;Армянскийдрам
100;05.10.2018;13.6462;Армянскийдрам
100;04.10.2018;13.5063;Армянскийдрам
100;03.10.2018;13.4980;Армянскийдрам
100;02.10.2018;13.5765;Армянскийдрам
100;29.09.2018;13.5798;Армянскийдрам
100;28.09.2018;13.6503;Армянскийдрам
100;27.09.2018;13.6684;Армянскийдрам
100;26.09.2018;13.6821;Армянскийдрам
100;25.09.2018;13.7474;Армянскийдрам
100;22.09.2018;13.7328;Армянскийдрам
100;21.09.2018;13.7681;Армянскийдрам
100;20.09.2018;13.8593;Армянскийдрам
100;19.09.2018;13.9839;Армянскийдрам
100;18.09.2018;14.0393;Армянскийдрам
100;15.09.2018;14.0731;Армянскийдрам
100;14.09.2018;14.1228;Армянскийдрам
100;13.09.2018;14.3420;Армянскийдрам
100;12.09.2018;14.4040;Армянскийдрам
100;11.09.2018;14.4059;Армянскийдрам
100;08.09.2018;14.2415;Армянскийдрам
100;07.09.2018;14.0694;Армянскийдрам
100;06.09.2018;14.1452;Армянскийдрам
100;05.09.2018;14.1500;Армянскийдрам
100;04.09.2018;14.0228;Армянскийдрам
100;01.09.2018;14.0879;Армянскийдрам
100;31.08.2018;14.1030;Армянскийдрам
100;30.08.2018;14.1380;Армянскийдрам
100;29.08.2018;13.9816;Армянскийдрам
100;28.08.2018;13.9537;Армянскийдрам
100;25.08.2018;14.0500;Армянскийдрам
100;24.08.2018;14.1729;Армянскийдрам
100;23.08.2018;14.0283;Армянскийдрам
100;22.08.2018;13.9114;Армянскийдрам
100;21.08.2018;13.8918;Армянскийдрам
100;18.08.2018;13.8674;Армянскийдрам
100;17.08.2018;13.8409;Армянскийдрам
100;16.08.2018;13.7641;Армянскийдрам
100;15.08.2018;13.7949;Армянскийдрам
100;14.08.2018;14.1469;Армянскийдрам
100;11.08.2018;13.8812;Армянскийдрам
100;10.08.2018;13.7665;Армянскийдрам
100;09.08.2018;13.2077;Армянскийдрам
100;08.08.2018;13.1968;Армянскийдрам
100;07.08.2018;13.1874;Армянскийдрам
100;04.08.2018;13.1786;Армянскийдрам
100;03.08.2018;13.1259;Армянскийдрам
100;02.08.2018;13.0128;Армянскийдрам
100;01.08.2018;12.9693;Армянскийдрам
100;31.07.2018;13.0453;Армянскийдрам
100;28.07.2018;13.1056;Армянскийдрам
100;27.07.2018;13.0813;Армянскийдрам
100;26.07.2018;13.1151;Армянскийдрам
100;25.07.2018;13.0873;Армянскийдрам
100;24.07.2018;13.1302;Армянскийдрам
100;21.07.2018;13.2131;Армянскийдрам
100;20.07.2018;13.1685;Армянскийдрам
100;19.07.2018;13.1043;Армянскийдрам
100;18.07.2018;13.0141;Армянскийдрам
100;17.07.2018;12.9632;Армянскийдрам
100;14.07.2018;12.9643;Армянскийдрам
100;13.07.2018;12.9360;Армянскийдрам
100;12.07.2018;12.8834;Армянскийдрам
100;11.07.2018;12.9552;Армянскийдрам
100;10.07.2018;13.0091;Армянскийдрам
100;07.07.2018;13.0687;Армянскийдрам
100;06.07.2018;13.0501;Армянскийдрам
100;05.07.2018;13.0904;Армянскийдрам
100;04.07.2018;13.1025;Армянскийдрам
100;03.07.2018;13.0995;Армянскийдрам
100;30.06.2018;13.0200;Армянскийдрам
100;29.06.2018;13.1445;Армянскийдрам
100;28.06.2018;13.1015;Армянскийдрам
100;27.06.2018;13.0190;Армянскийдрам
100;26.06.2018;12.9927;Армянскийдрам
100;23.06.2018;13.0931;Армянскийдрам
100;22.06.2018;13.2339;Армянскийдрам
100;21.06.2018;13.1932;Армянскийдрам
100;20.06.2018;13.2894;Армянскийдрам
100;19.06.2018;13.1436;Армянскийдрам
100;16.06.2018;12.9314;Армянскийдрам
100;15.06.2018;12.8884;Армянскийдрам
100;14.06.2018;13.0676;Армянскийдрам
100;10.06.2018;12.9008;Армянскийдрам
100;09.06.2018;12.9747;Армянскийдрам
100;08.06.2018;12.7897;Армянскийдрам
100;07.06.2018;12.8378;Армянскийдрам
100;06.06.2018;12.8274;Армянскийдрам
100;05.06.2018;12.8164;Армянскийдрам
100;02.06.2018;12.8870;Армянскийдрам
100;01.06.2018;12.8403;Армянскийдрам
100;31.05.2018;12.9126;Армянскийдрам
100;30.05.2018;12.9828;Армянскийдрам
100;29.05.2018;12.8526;Армянскийдрам
100;26.05.2018;12.7805;Армянскийдрам
100;25.05.2018;12.7167;Армянскийдрам
100;24.05.2018;12.7856;Армянскийдрам
100;23.05.2018;12.6703;Армянскийдрам
100;22.05.2018;12.9575;Армянскийдрам
100;19.05.2018;12.8242;Армянскийдрам
100;18.05.2018;12.7995;Армянскийдрам
100;17.05.2018;12.8726;Армянскийдрам
100;16.05.2018;12.7794;Армянскийдрам
100;15.05.2018;12.7226;Армянскийдрам
100;12.05.2018;12.7028;Армянскийдрам
100;11.05.2018;12.8516;Армянскийдрам
100;09.05.2018;12.9443;Армянскийдрам
100;08.05.2018;12.8857;Армянскийдрам
100;05.05.2018;13.0111;Армянскийдрам
100;04.05.2018;13.1034;Армянскийдрам
100;29.04.2018;12.8284;Армянскийдрам
100;28.04.2018;12.9814;Армянскийдрам
100;27.04.2018;13.0084;Армянскийдрам
100;26.04.2018;12.8578;Армянскийдрам
100;25.04.2018;12.8435;Армянскийдрам
100;24.04.2018;12.8812;Армянскийдрам
100;21.04.2018;12.7888;Армянскийдрам
100;20.04.2018;12.6788;Армянскийдрам
100;19.04.2018;12.7971;Армянскийдрам
100;18.04.2018;12.6595;Армянскийдрам
100;17.04.2018;12.8810;Армянскийдрам
100;14.04.2018;12.7055;Армянскийдрам
100;13.04.2018;12.8209;Армянскийдрам
100;12.04.2018;13.2224;Армянскийдрам
100;11.04.2018;12.9398;Армянскийдрам
100;10.04.2018;12.1833;Армянскийдрам
100;07.04.2018;12.0486;Армянскийдрам
100;06.04.2018;11.9958;Армянскийдрам
100;05.04.2018;12.0343;Армянскийдрам
100;04.04.2018;11.9995;Армянскийдрам
100;03.04.2018;11.9329;Армянскийдрам
100;31.03.2018;11.9426;Армянскийдрам
100;30.03.2018;12.0464;Армянскийдрам
100;29.03.2018;11.9841;Армянскийдрам
100;28.03.2018;11.9176;Армянскийдрам
100;27.03.2018;11.8758;Армянскийдрам
100;24.03.2018;11.8874;Армянскийдрам
100;23.03.2018;11.8292;Армянскийдрам
100;22.03.2018;11.9807;Армянскийдрам
100;21.03.2018;12.0090;Армянскийдрам
100;20.03.2018;11.9950;Армянскийдрам
100;17.03.2018;11.9730;Армянскийдрам
100;16.03.2018;11.8542;Армянскийдрам
100;15.03.2018;11.8403;Армянскийдрам
100;14.03.2018;11.8370;Армянскийдрам
100;13.03.2018;11.7758;Армянскийдрам
100;08.03.2018;11.7967;Армянскийдрам
100;07.03.2018;11.7448;Армянскийдрам
100;06.03.2018;11.8760;Армянскийдрам
100;03.03.2018;11.7800;Армянскийдрам
100;02.03.2018;11.7447;Армянскийдрам
100;01.03.2018;11.7263;Армянскийдрам
100;28.02.2018;11.5802;Армянскийдрам
100;27.02.2018;11.6284;Армянскийдрам
100;23.02.2018;11.8104;Армянскийдрам
100;22.02.2018;11.7930;Армянскийдрам
100;21.02.2018;11.7726;Армянскийдрам
100;20.02.2018;11.7261;Армянскийдрам
100;17.02.2018;11.7187;Армянскийдрам
100;16.02.2018;11.7532;Армянскийдрам
100;15.02.2018;11.9357;Армянскийдрам
100;14.02.2018;11.9533;Армянскийдрам
100;13.02.2018;11.9944;Армянскийдрам
100;10.02.2018;12.0439;Армянскийдрам
100;09.02.2018;11.9457;Армянскийдрам
100;08.02.2018;11.8160;Армянскийдрам
100;07.02.2018;11.8960;Армянскийдрам
100;06.02.2018;11.7583;Армянскийдрам
100;03.02.2018;11.6388;Армянскийдрам
100;02.02.2018;11.7065;Армянскийдрам
100;01.02.2018;11.6855;Армянскийдрам
100;31.01.2018;11.7274;Армянскийдрам
100;30.01.2018;11.7248;Армянскийдрам
100;27.01.2018;11.6165;Армянскийдрам
100;26.01.2018;11.6397;Армянскийдрам
100;25.01.2018;11.7354;Армянскийдрам
100;24.01.2018;11.7328;Армянскийдрам
100;23.01.2018;11.7604;Армянскийдрам
100;20.01.2018;11.7308;Армянскийдрам
100;19.01.2018;11.7564;Армянскийдрам
100;18.01.2018;11.7144;Армянскийдрам
100;17.01.2018;11.6672;Армянскийдрам
100;16.01.2018;11.6729;Армянскийдрам
100;13.01.2018;11.7019;Армянскийдрам
100;12.01.2018;11.7760;Армянскийдрам
100;11.01.2018;11.7362;Армянскийдрам
100;10.01.2018;11.7621;Армянскийдрам
100;30.12.2017;11.9009;Армянскийдрам
100;29.12.2017;11.9222;Армянскийдрам
100;28.12.2017;11.9249;Армянскийдрам
100;27.12.2017;11.9855;Армянскийдрам
100;26.12.2017;12.0870;Армянскийдрам
100;23.12.2017;12.1364;Армянскийдрам
100;22.12.2017;12.1493;Армянскийдрам
100;21.12.2017;12.1693;Армянскийдрам
100;20.12.2017;12.1349;Армянскийдрам
100;19.12.2017;12.1646;Армянскийдрам
100;16.12.2017;12.2323;Армянскийдрам
100;15.12.2017;12.0923;Армянскийдрам
100;14.12.2017;12.2351;Армянскийдрам
100;13.12.2017;12.1539;Армянскийдрам
100;12.12.2017;12.2386;Армянскийдрам
100;09.12.2017;12.2179;Армянскийдрам
100;08.12.2017;12.2131;Армянскийдрам
100;07.12.2017;12.1470;Армянскийдрам
100;06.12.2017;12.1090;Армянскийдрам
100;05.12.2017;12.1681;Армянскийдрам
100;02.12.2017;12.0656;Армянскийдрам
100;01.12.2017;12.1036;Армянскийдрам
100;30.11.2017;12.0394;Армянскийдрам
100;29.11.2017;12.0675;Армянскийдрам
100;28.11.2017;12.0221;Армянскийдрам
100;25.11.2017;12.0933;Армянскийдрам
100;24.11.2017;12.0603;Армянскийдрам
100;23.11.2017;12.1913;Армянскийдрам
100;22.11.2017;12.2979;Армянскийдрам
100;21.11.2017;12.2722;Армянскийдрам
100;18.11.2017;12.2701;Армянскийдрам
100;17.11.2017;12.3119;Армянскийдрам
100;16.11.2017;12.3272;Армянскийдрам
100;15.11.2017;12.2061;Армянскийдрам
100;14.11.2017;12.1524;Армянскийдрам
100;11.11.2017;12.1627;Армянскийдрам
100;10.11.2017;12.1719;Армянскийдрам
100;09.11.2017;12.1834;Армянскийдрам
100;08.11.2017;12.0304;Армянскийдрам
100;04.11.2017;12.0772;Армянскийдрам
100;03.11.2017;12.0138;Армянскийдрам
100;02.11.2017;12.0430;Армянскийдрам
100;01.11.2017;12.0452;Армянскийдрам
100;31.10.2017;11.9991;Армянскийдрам
100;28.10.2017;12.0630;Армянскийдрам
100;27.10.2017;11.9977;Армянскийдрам
100;26.10.2017;11.9581;Армянскийдрам
100;25.10.2017;11.9471;Армянскийдрам
100;24.10.2017;11.9234;Армянскийдрам
100;21.10.2017;11.9493;Армянскийдрам
100;20.10.2017;11.9640;Армянскийдрам
100;19.10.2017;11.9069;Армянскийдрам
100;18.10.2017;11.9233;Армянскийдрам
100;17.10.2017;11.8707;Армянскийдрам
100;14.10.2017;11.9816;Армянскийдрам
100;13.10.2017;11.9981;Армянскийдрам
100;12.10.2017;12.0518;Армянскийдрам
100;11.10.2017;12.1234;Армянскийдрам
100;10.10.2017;12.1871;Армянскийдрам
100;07.10.2017;12.0839;Армянскийдрам
100;06.10.2017;12.0362;Армянскийдрам
100;05.10.2017;12.0885;Армянскийдрам
